merchant_id,order_id,product_category,product_price,weight_kg,return_reason,days_since_purchase,distance_km,customer_return_count_90d,order_value_ratio,fraud_score,inspection_status,previous_refurb_count,disposition
m_15,9f83ec38-8298-4f3d-bcfc-46115e1381db,home,24.44,0.944,late_delivery,2,44.19,0,2.0,0.008,not_inspected,0,donate
m_20,5b7f3bc1-466b-417a-95bf-3c6e4a901c62,book,92.06,0.806,changed_mind,0,32.04,0,1.87,0.158,not_inspected,0,resell
m_12,e7533e4a-e5c5-417f-ab7a-5ef6ade9905c,book,24.18,0.633,defective,12,46.43,0,1.41,0.088,ok,0,recycle
m_14,e345d4e4-a0b1-4dec-8b75-c5191f97c5df,accessory,60.85,1.007,not_as_described,10,25.26,0,1.22,0.001,not_inspected,0,resell
m_15,234106d4-8cca-461e-8c93-a92ad09a74d4,electronics,1102.33,0.89,defective,12,6.93,0,0.79,0.005,not_inspected,0,refurbish
m_17,ad350e45-f212-4467-b19e-0ccec07c157e,clothing,28.64,0.946,not_as_described,4,12.39,0,1.97,0.261,damaged,0,recycle
m_14,a26bc5e5-a01f-4037-8710-c913e7bc17c7,accessory,47.13,0.553,defective,4,50.39,2,1.78,0.029,not_inspected,0,recycle
m_5,76fc63b2-d3e2-47e0-8254-a2dcaf38fd4c,electronics,419.97,1.307,changed_mind,14,50.22,0,0.75,0.03,not_inspected,0,resell
m_10,081675a8-4a0d-4545-bf8d-8be0703cbf90,home,29.66,0.916,not_as_described,4,28.3,0,0.55,0.345,not_inspected,0,donate
m_2,c43cdde4-8619-42e1-8fbe-c0166c82943d,accessory,17.28,0.554,defective,1,20.67,0,1.48,0.061,not_inspected,1,recycle
m_14,154cd15f-28fa-4799-8ae8-50333f84b709,accessory,30.19,0.453,defective,8,119.65,1,0.57,0.122,not_inspected,0,recycle
m_19,79e51640-8c5a-47eb-be9d-8f0845943e1a,electronics,157.95,1.135,changed_mind,3,13.64,0,0.74,0.022,ok,0,refurbish
m_3,5344268e-021c-4870-9b5f-0b5fd012201d,home,16.38,0.394,size_issue,10,17.39,0,0.75,0.009,not_inspected,0,donate
m_15,3ea797f8-cdd5-4224-9a3a-1355791da138,accessory,84.14,0.01,defective,2,81.49,0,1.43,0.275,not_inspected,0,recycle
m_2,add7577d-c259-48ae-9b14-99832a82f260,clothing,123.87,0.06,not_as_described,5,54.05,1,1.69,0.003,ok,0,resell
m_10,70cc02a5-a0ff-428b-8c0a-7b9f12544d1f,electronics,435.65,1.485,changed_mind,3,87.93,0,0.63,0.247,damaged,0,refurbish
m_15,a9359fb8-4886-4e5e-a7aa-551423bf2b15,home,48.01,0.803,late_delivery,7,40.25,0,1.06,0.078,ok,0,resell
m_6,e25491e3-ca57-470b-b5f9-bd0f52f2d308,accessory,41.4,0.855,size_issue,3,35.09,1,1.05,0.085,not_inspected,0,resell
m_20,7d1f5bd6-bdf2-4461-94c1-2d867db40a7a,clothing,80.82,0.482,not_as_described,11,152.24,0,1.26,0.052,not_inspected,0,recycle
m_1,d8ac843b-20ce-4140-a2ef-18f55c7a497c,home,90.79,0.843,defective,2,71.19,0,1.56,0.014,not_inspected,0,recycle
m_6,71b240f4-dcfd-492b-b297-75073cf48ab9,electronics,1274.78,0.978,changed_mind,0,69.41,0,1.63,0.015,not_inspected,0,resell
m_20,b6ec7d2a-3c85-4520-9b78-a2af92c88f58,book,44.26,0.284,changed_mind,0,40.49,0,0.98,0.115,ok,0,returnless
m_20,1a5b75e9-99e8-4133-b8a7-7882ecd01640,book,165.31,0.734,size_issue,6,18.97,0,1.31,0.181,ok,0,resell
m_3,f0821ac9-c622-4d69-b0ae-5216d5ec672a,home,93.3,0.622,changed_mind,13,31.43,0,1.7,0.092,ok,0,recycle
m_4,92bb4f42-67f2-4e83-a301-37f26ec0d645,clothing,80.04,1.012,not_as_described,1,29.54,0,1.41,0.059,not_inspected,0,resell
m_7,403c7f28-3e38-4e10-87c3-75456c352492,electronics,137.31,1.403,not_as_described,2,43.47,1,1.3,0.179,damaged,0,recycle
m_14,0aceab60-88b3-44eb-a18f-532468d20162,book,40.36,0.355,not_as_described,2,22.76,1,1.25,0.016,ok,0,resell
m_15,bdafa28c-408c-42a2-b912-39c3dc1f9cd6,accessory,63.53,1.064,not_as_described,5,75.05,0,0.65,0.098,not_inspected,0,resell
m_4,c56e5f04-57d4-4e91-92f4-2d36c3a3aa77,clothing,28.01,0.571,changed_mind,6,45.83,0,1.43,0.04,not_inspected,0,returnless
m_15,aaf04bd3-dff9-44ff-b350-397ab7d4f515,clothing,79.25,0.828,not_as_described,9,99.07,0,0.76,0.038,ok,0,resell
m_15,4c38326f-fd46-4a4f-a64a-53219995342c,book,74.25,0.958,changed_mind,12,43.7,0,0.59,0.096,not_inspected,0,resell
m_19,6e27042e-c394-4a7f-9d81-31af8550a4bf,accessory,36.34,1.039,not_as_described,2,72.06,1,1.15,0.041,not_inspected,1,resell
m_4,cac4cfdd-9fab-4b27-a265-afe94e92b474,book,26.57,0.01,defective,12,42.46,1,1.63,0.169,not_inspected,0,recycle
m_19,798f1082-6b03-4bf6-add9-29e44e9e6ec2,book,23.6,0.01,changed_mind,10,84.18,0,1.33,0.118,ok,0,returnless
m_2,e14c724f-ff24-4ca9-99c0-6e54f4ea0051,accessory,23.12,0.718,late_delivery,6,38.71,0,0.74,0.01,missing_parts,0,donate
m_19,0d2d4ff2-da53-463f-b6df-16e051ce6ecb,book,65.09,1.05,changed_mind,14,23.5,0,1.73,0.032,not_inspected,0,resell
m_2,928de935-9e80-4424-9ec1-1d94d9ba9de4,accessory,96.93,0.252,changed_mind,3,68.01,0,0.87,0.025,not_inspected,0,resell
m_11,ea3e5357-846f-4069-a264-3e93a77c5c3d,accessory,47.34,0.47,defective,27,32.9,0,1.47,0.486,not_inspected,1,recycle
m_14,788015f5-ba64-420a-9497-62a0df407dce,accessory,101.19,0.807,defective,6,61.65,0,1.61,0.002,not_inspected,0,recycle
m_12,9d6b0f7c-0dca-4045-96ad-df135bb67db1,book,68.2,0.924,defective,0,43.37,0,1.67,0.063,not_inspected,0,recycle
m_10,ce8c13a2-52be-4a84-b059-78dcd7338e72,book,88.82,0.706,changed_mind,3,28.43,1,1.03,0.105,not_inspected,0,resell
m_8,741a639c-6b0b-4945-9ff5-695731328cab,clothing,161.71,1.008,changed_mind,12,45.51,0,0.61,0.003,not_inspected,0,refurbish
m_11,e5a75bc9-1c58-4523-995d-813bb687faf3,accessory,104.24,0.168,not_as_described,3,12.76,0,0.61,0.058,not_inspected,0,recycle
m_10,b2c76144-40a8-42e9-b3a8-ce0778734ca4,accessory,41.43,0.585,changed_mind,4,84.45,0,0.59,0.028,not_inspected,0,returnless
m_12,38d84e78-8bac-4570-8312-7da26b5e2ec3,book,38.27,0.59,changed_mind,2,40.76,0,1.96,0.055,ok,0,returnless
m_10,0b3b1017-ee7e-4475-aff8-807f0e14e733,book,83.04,0.419,not_as_described,0,50.18,0,1.04,0.106,ok,0,resell
m_7,290240d0-78d3-483f-b9f2-e445a2bfa566,electronics,286.56,1.165,changed_mind,4,29.84,0,0.78,0.12,not_inspected,0,refurbish
m_14,67c7077a-0c7e-429d-868f-7dc56927bbd7,clothing,168.23,0.867,late_delivery,7,94.82,0,1.6,0.021,not_inspected,0,refurbish
m_18,5703852a-21d4-4f92-af29-3212d72bd104,book,256.37,0.58,size_issue,11,58.95,0,1.78,0.075,not_inspected,0,resell
m_9,c40b874e-db0b-4e69-85fd-d2774eca88c8,electronics,349.73,0.355,defective,9,112.3,0,1.42,0.214,not_inspected,0,refurbish
m_17,43294b94-7e5b-42e9-9fbb-af6c62337252,home,14.31,0.471,not_as_described,0,31.56,0,1.0,0.043,not_inspected,0,donate
m_4,9b1c6663-d72f-4505-a84a-7681558289c8,electronics,790.03,1.368,defective,2,83.83,0,1.73,0.05,not_inspected,1,refurbish
m_8,475f54c5-4123-45fe-b018-880cd4c41f56,accessory,92.58,0.097,not_as_described,0,38.55,0,1.73,0.103,not_inspected,0,recycle
m_12,2379fd39-89e9-49f0-bea4-c294dc58d610,book,57.31,0.784,size_issue,1,53.5,0,1.34,0.044,missing_parts,0,resell
m_5,c45aa7e7-1f54-4395-a5dd-517fca88728a,electronics,506.67,1.8,late_delivery,2,58.8,0,1.72,0.009,not_inspected,0,refurbish
m_2,4bb217ba-c840-4178-8b6e-262511e4e3e6,accessory,161.12,0.42,late_delivery,21,28.87,1,1.21,0.039,ok,0,refurbish
m_4,f628d3ec-ba11-48a4-a977-d088d97f1b65,book,19.16,0.881,changed_mind,11,27.91,0,1.56,0.055,missing_parts,0,returnless
m_4,610b2481-604e-4c32-923f-0081ca41acdf,electronics,256.69,1.812,late_delivery,4,34.24,0,0.91,0.114,ok,1,resell
m_6,280d52e9-f663-4594-8e86-cbab06df7e96,accessory,117.59,0.218,defective,13,44.51,0,0.93,0.278,not_inspected,0,recycle
m_6,d6598036-9a6e-44f0-988e-da9ef5eed17c,electronics,203.31,0.712,not_as_described,5,0.86,0,1.28,0.204,damaged,0,refurbish
m_16,ee421104-2124-472b-89a3-81602734658a,home,45.01,1.13,changed_mind,18,47.54,0,0.77,0.016,ok,0,returnless
m_11,d80f82c2-77a5-494a-8a74-25e1ca7d192a,electronics,866.55,1.803,not_as_described,3,65.19,0,0.68,0.002,ok,0,refurbish
m_15,7f8c04bc-ba7e-48f5-8d51-4dd5f9785355,clothing,36.16,1.263,defective,2,59.13,0,0.97,0.154,ok,0,recycle
m_16,2c0ce1bc-93b8-423b-ab25-49849d9e669e,book,39.14,0.514,defective,3,69.38,1,0.83,0.116,not_inspected,0,recycle
m_3,f82b0efd-502a-4fa8-a54f-1ae8e0eb28a2,home,37.43,0.03,size_issue,1,97.32,0,0.82,0.041,not_inspected,0,resell
m_14,978dd51c-7e55-4911-8ed7-52fc4af3c227,home,51.27,0.01,size_issue,3,79.71,0,1.58,0.081,ok,0,recycle
m_17,b2c23129-8b5a-4262-8035-14f693bd26fc,home,51.16,0.535,not_as_described,0,51.85,0,1.7,0.026,not_inspected,0,recycle
m_14,88725a5a-8263-49d1-b70c-c8fefdae35f6,book,12.04,0.358,not_as_described,25,48.92,0,0.65,0.273,not_inspected,0,resell
m_17,b9eb5700-7ea7-4e78-beca-29130fb0043e,book,167.95,1.018,changed_mind,16,41.93,0,1.94,0.415,damaged,0,refurbish
m_1,0f05e332-82c5-4fdf-8c0b-9cb0b62b0afc,home,51.11,0.954,defective,1,73.14,0,1.01,0.008,not_inspected,0,recycle
m_11,ebd5962e-6a45-4645-a4ec-b3dbc5187a32,accessory,53.54,0.735,defective,2,33.33,1,1.11,0.225,not_inspected,0,recycle
m_13,e4c312ee-91b3-4932-bd27-c603938dd0f6,book,30.95,0.998,not_as_described,7,49.79,0,1.96,0.085,not_inspected,0,resell
m_2,55b26226-f245-4fea-918c-79982106432d,electronics,160.34,0.086,not_as_described,8,20.14,0,1.39,0.17,damaged,0,refurbish
m_18,d182900c-d390-4b19-8f16-1d3608e63005,accessory,153.5,0.411,size_issue,3,87.76,0,1.3,0.019,not_inspected,0,refurbish
m_1,6ec7ba5c-2a8d-4143-b2fb-be90e349eeff,home,17.94,0.976,size_issue,7,62.9,0,1.96,0.279,damaged,0,recycle
m_5,5f36aa3b-3eb1-4932-8537-ba54ab18303e,home,42.54,0.731,late_delivery,0,74.46,1,1.08,0.002,ok,0,resell
m_18,5a1f8075-f052-42b4-839a-a9b63a3b2fd1,book,46.37,0.382,changed_mind,18,28.15,1,1.87,0.062,ok,0,returnless
m_12,c559c3be-f315-47d2-9ee2-6113726b3633,accessory,84.05,0.9,late_delivery,0,40.38,0,0.59,0.069,ok,0,resell
m_3,385826ba-333a-4945-bc08-6f6a885bbe04,book,27.5,0.938,not_as_described,3,77.92,0,1.71,0.133,damaged,0,recycle
m_5,6f3132d5-66b1-4220-9e34-0d31f480da10,electronics,195.01,1.324,late_delivery,27,83.78,0,1.6,0.017,not_inspected,0,refurbish
m_3,c5e1699a-0cae-4c0d-b388-cb5cca4e3985,accessory,113.57,0.262,late_delivery,12,46.76,0,1.59,0.0,not_inspected,0,recycle
m_11,1c49134e-41fe-437f-8d7e-52cab80a27c3,accessory,80.66,0.628,late_delivery,4,17.64,0,1.44,0.113,not_inspected,0,resell
m_18,7efbc4b6-6d36-430e-a12b-92f76a3bf4a7,clothing,198.39,0.702,defective,0,63.22,1,1.75,0.004,not_inspected,0,refurbish
m_10,a731d848-271d-4b6e-94cf-dec201ff075c,accessory,70.24,0.306,size_issue,7,56.25,0,1.41,0.526,not_inspected,0,recycle
m_2,9832e07f-b287-4ab5-a62b-50e8d128fa18,book,37.04,1.02,late_delivery,9,40.63,0,1.83,0.058,not_inspected,0,resell
m_12,67786127-ff86-4f8a-b4c7-2dac8e0ac5a0,home,45.55,0.845,size_issue,31,59.56,0,1.13,0.084,ok,0,resell
m_4,77c646a5-bcc8-469b-80e5-6659525188f4,electronics,274.63,1.042,defective,10,26.2,0,0.92,0.109,ok,1,refurbish
m_1,adc1eef3-1385-4126-8f3b-80665b458ab1,book,144.44,0.637,size_issue,6,1.88,0,1.49,0.053,not_inspected,0,resell
m_19,d3792536-2de3-4218-96d6-06efe6e83806,book,115.59,1.322,size_issue,19,33.26,0,1.63,0.006,missing_parts,0,resell
m_8,650865de-8baa-4319-b451-841a6ca15d20,accessory,37.86,0.408,late_delivery,11,34.7,0,1.4,0.249,ok,0,recycle
m_19,4a339eec-59c6-4b7f-ae29-e37bc45ea6f3,home,165.23,1.185,size_issue,24,5.49,0,1.49,0.0,not_inspected,0,refurbish
m_8,52d951a9-f26a-4f15-aca1-b3a18759936e,clothing,45.5,1.293,changed_mind,28,34.04,0,1.31,0.039,not_inspected,0,returnless
m_7,53b947c8-72a5-4d13-8a6a-12bc17aba953,electronics,796.62,1.237,size_issue,10,82.19,0,1.81,0.365,not_inspected,0,refurbish
m_14,c8407c89-4425-4007-8b3f-de05d644d63d,home,210.1,1.016,changed_mind,2,64.25,0,0.74,0.074,not_inspected,0,refurbish
m_14,fc78bbab-0044-41be-85ee-8e7a70a4a2c0,book,200.02,0.121,defective,5,19.54,0,1.49,0.012,not_inspected,0,refurbish
m_3,64d2ff5d-7d9a-453b-a1fe-2c2c68ea1d97,clothing,61.03,0.363,changed_mind,1,41.91,0,1.99,0.026,not_inspected,1,recycle
m_18,e04dfadb-5416-4edf-a7ab-e581c2cf33db,home,33.18,0.687,late_delivery,6,9.58,1,1.71,0.001,not_inspected,0,recycle
m_19,e9b43205-61cd-410f-9245-f6b933ecde9f,accessory,58.23,0.01,changed_mind,17,87.76,0,0.74,0.04,damaged,0,recycle
m_16,68c7a585-6a48-4f3a-9b1e-c60cc1ef294f,book,44.87,0.924,changed_mind,0,6.79,0,1.5,0.019,missing_parts,0,returnless
m_5,06b6460a-407a-4932-8b3a-dba09f8ea64b,book,124.74,0.201,not_as_described,10,6.47,0,1.7,0.143,not_inspected,0,resell
m_17,998fe92a-7c96-4b0b-95ee-14a41c46027b,book,41.13,1.171,changed_mind,1,86.28,0,1.4,0.086,not_inspected,0,returnless
m_15,4ef6360e-c502-4693-8447-8bb21898bd59,accessory,42.47,0.5,defective,6,14.83,0,1.3,0.019,ok,0,recycle
m_18,729f150a-1308-45d4-a1be-018b53caa4b4,book,42.31,0.741,defective,0,13.75,1,0.87,0.062,ok,0,recycle
m_14,eca43f87-a158-4b0c-85aa-0fd1e27eaa33,home,110.94,0.58,defective,15,56.21,0,1.47,0.069,ok,0,recycle
m_10,1beadc6f-8201-4316-baac-a0c3bb4ced38,electronics,500.04,1.282,defective,12,31.76,0,1.26,0.014,not_inspected,0,refurbish
m_12,522f1fb2-5755-418d-9ac6-ef6d291e6b81,electronics,565.4,1.179,late_delivery,0,34.87,0,1.56,0.123,not_inspected,0,refurbish
m_16,355a6b9e-a056-4f6d-aba7-716a529ba4bf,home,36.53,0.543,size_issue,11,32.92,0,0.62,0.003,not_inspected,0,resell
m_19,7b62feb9-5c17-48ab-8aff-55230365659b,electronics,208.09,0.713,not_as_described,11,107.66,0,0.86,0.323,not_inspected,0,refurbish
m_10,b8d0ca0d-45b6-446b-ad44-d69b94b64b74,book,47.02,0.808,defective,3,28.02,0,1.55,0.08,damaged,1,recycle
m_16,4337ec75-9423-48c7-9334-e38b5bcdb8c1,home,51.01,0.682,not_as_described,7,43.43,0,1.79,0.099,not_inspected,0,resell
m_3,441dc075-6092-4f16-bd33-0f07bc4448eb,electronics,278.98,0.18,defective,14,37.28,1,1.87,0.033,not_inspected,0,refurbish
m_10,ef5f3f28-0b01-43d0-9950-68fa280ac7d9,electronics,383.99,1.051,changed_mind,8,32.82,0,1.41,0.322,not_inspected,1,resell
m_13,7dc8a90a-f38b-4f17-a7ef-62b2aad82c79,accessory,166.88,0.482,changed_mind,2,81.7,0,1.08,0.094,damaged,0,refurbish
m_5,4d0ef77a-1029-47eb-9abb-f1a83e2ff152,book,33.57,0.305,late_delivery,23,21.87,0,1.51,0.153,not_inspected,0,resell
m_15,a161f230-152b-4d3d-a744-4e9dae66cd2c,accessory,64.99,0.767,changed_mind,6,46.08,0,1.62,0.005,ok,0,resell
m_20,e5bcef3f-5627-4add-86c7-3bcc55eac6cf,clothing,193.04,0.576,size_issue,3,5.46,0,1.42,0.051,not_inspected,0,resell
m_13,6d502516-bb9f-4380-acf6-b1c54b15962c,accessory,233.06,0.656,changed_mind,1,96.12,0,1.16,0.137,not_inspected,0,refurbish
m_15,2c56bd54-ba20-4e13-8905-15a34bf0d884,home,33.65,0.704,late_delivery,1,37.2,0,1.92,0.152,not_inspected,0,resell
m_1,80b3ad75-5095-46d5-a397-2545bd57f3f4,home,7.63,1.034,defective,2,45.96,0,0.91,0.013,damaged,0,recycle
m_4,7e71eae1-4086-465d-a963-116e082d11c9,accessory,253.04,0.739,size_issue,9,70.98,2,1.9,0.043,not_inspected,0,refurbish
m_20,7797ffe5-ec71-4e1a-b5b1-b883132ec966,accessory,43.26,1.171,defective,1,84.68,0,1.22,0.097,not_inspected,0,recycle
m_19,1bb3b12d-fd64-4bb8-ac72-da927e9699e2,accessory,72.03,1.254,late_delivery,12,24.96,1,1.51,0.07,ok,0,resell
m_17,bc38079d-6cae-43fa-8b06-6e426f69897e,accessory,207.35,0.01,not_as_described,7,53.63,1,1.44,0.004,ok,0,refurbish
m_18,c66ff820-d8a8-4950-86f6-d672460f06e6,electronics,380.77,1.562,defective,14,99.01,0,0.9,0.224,ok,0,refurbish
m_7,040b1dd3-ca3d-4de8-8590-4d230f9033df,clothing,166.53,0.01,defective,4,6.64,1,1.52,0.281,not_inspected,0,refurbish
m_18,e24d29f8-1f44-4e00-8bd8-62bcf31a9403,clothing,57.49,0.386,late_delivery,2,47.04,1,1.08,0.06,not_inspected,0,resell
m_2,8904d2bc-748a-45b7-809b-7e7d3bc1785a,accessory,31.89,1.357,size_issue,0,50.88,0,1.42,0.046,not_inspected,0,resell
m_6,d1eda2fc-e357-4e41-aff4-e6b442dc56ee,book,38.27,0.874,defective,12,11.29,0,1.95,0.013,not_inspected,0,recycle
m_11,60a9ba66-3937-42ca-b47b-7de9ceb368c5,book,37.7,0.613,defective,11,37.7,0,0.98,0.043,damaged,0,recycle
m_4,88e1d405-a1a9-418c-95e9-0bcda4ab6f28,book,46.59,0.269,size_issue,10,46.96,0,1.86,0.085,not_inspected,0,resell
m_6,e7e49e19-6ec4-49a3-9946-7c2131675a77,accessory,82.96,1.284,not_as_described,3,60.14,1,0.54,0.029,not_inspected,0,resell
m_14,49c89037-1dcb-44eb-aa55-8cb361a3ed29,home,48.29,0.533,defective,3,34.69,1,0.56,0.055,not_inspected,0,recycle
m_11,d4dcd9a1-d8bf-4fac-9823-971fa755e68c,clothing,27.99,1.086,defective,8,81.16,1,0.66,0.068,ok,1,recycle
m_10,692e65d6-0308-433c-8d2e-206d61c4aa3b,clothing,64.34,0.94,defective,2,48.27,0,1.83,0.021,ok,0,recycle
m_14,9ae0ab5a-7d1b-4c36-bdcb-e8c22a2ff4fc,book,41.67,0.842,defective,26,51.82,2,0.72,0.157,not_inspected,0,recycle
m_4,a73a76e9-e3ba-4c5c-8356-e7b925eb72b5,home,21.64,0.802,size_issue,4,55.89,0,1.0,0.013,not_inspected,0,donate
m_20,15b09dff-add5-4397-871e-dfcb31a4f9f6,electronics,1177.55,1.147,not_as_described,9,65.14,0,0.52,0.005,not_inspected,0,refurbish
m_17,b26835ff-4869-440c-a67c-f3a0af981592,accessory,63.4,1.401,not_as_described,19,93.52,0,1.38,0.009,not_inspected,0,resell
m_11,660380c2-743e-43f0-a5cd-63fc7f502262,book,116.71,0.558,defective,3,64.26,0,0.86,0.08,not_inspected,0,recycle
m_16,348079aa-1251-48d2-a061-12ecb9cbeb94,book,112.61,0.623,late_delivery,12,45.34,0,0.53,0.247,not_inspected,0,resell
m_1,615bb38e-4441-451a-b36b-644d6fe58100,electronics,2023.84,1.416,changed_mind,1,75.36,0,0.88,0.002,ok,0,resell
m_4,f4f2077b-bdf7-4be5-8623-a673cf02b00a,home,155.72,0.749,late_delivery,0,53.37,0,1.95,0.008,missing_parts,0,refurbish
m_5,d5359bca-7ea2-424a-ba60-f2aea1c6b10b,clothing,29.85,0.744,late_delivery,7,88.22,0,0.95,0.08,ok,0,donate
m_3,15620172-204f-44a9-82c3-bb293d6d08fe,home,104.53,0.523,late_delivery,10,76.73,0,1.28,0.325,not_inspected,0,recycle
m_5,c871e2b2-c40b-4895-9979-609930931e6d,accessory,48.56,0.648,not_as_described,2,64.54,0,1.68,0.045,ok,0,resell
m_8,03651c5e-7d39-4e58-bd71-dece851fb630,home,44.88,0.47,late_delivery,8,17.95,0,1.49,0.089,missing_parts,1,resell
m_18,7feabc0d-d6ac-49b7-8a07-8566de7e1c34,accessory,22.08,0.555,changed_mind,9,46.81,0,1.0,0.088,missing_parts,0,returnless
m_15,d64b4938-d3ab-4b10-ad90-ef14dbe84294,book,60.06,1.267,defective,6,81.28,0,0.9,0.01,not_inspected,0,recycle
m_6,b8f7fe03-b6a6-4140-bcfa-d1581b758b2c,accessory,43.69,0.991,size_issue,0,56.24,0,1.31,0.361,ok,0,recycle
m_16,6c3de659-116d-4c6f-9ada-1617f87487e1,electronics,313.5,0.755,defective,2,0.69,1,1.47,0.02,damaged,0,refurbish
m_13,d2571446-7d29-4fb9-a381-222832aefabe,home,14.34,0.379,late_delivery,1,65.45,0,1.82,0.011,not_inspected,0,donate
m_17,3b4a508e-5c4f-42ab-bfcb-6e92e07917b7,home,189.75,0.579,not_as_described,8,125.11,0,0.96,0.084,not_inspected,0,refurbish
m_18,f6f9a26a-f44c-4a5b-bb67-9ce6ff9a20a0,home,28.04,1.012,defective,10,58.72,0,1.16,0.13,not_inspected,0,recycle
m_13,6cceda88-c59b-44d9-98a1-71ebf013b1cc,accessory,42.43,1.121,defective,2,120.08,0,1.82,0.059,not_inspected,0,recycle
m_9,c1543102-54a3-4daf-91fb-81ea0bf12fdd,electronics,163.64,1.283,not_as_described,26,60.56,0,1.83,0.283,ok,0,refurbish
m_11,61a4b4f9-8948-42ff-88be-712bacba6333,book,104.68,0.924,not_as_described,9,79.58,0,1.3,0.009,ok,0,resell
m_15,3e31abc0-fa0f-4606-94fb-66734e1bd021,home,94.28,0.29,size_issue,16,53.47,0,0.91,0.104,missing_parts,0,recycle
m_11,fd0593fe-310b-4ba9-9af2-ad9784c23d81,home,27.35,0.427,not_as_described,1,40.02,0,1.48,0.1,ok,0,donate
m_20,b14eb191-89b5-4227-9215-e6fd584a533a,home,31.4,0.01,not_as_described,8,46.5,0,1.6,0.002,not_inspected,0,resell
m_5,b0c1ba04-1cd2-4da3-9807-e40f534dd506,home,139.97,0.438,defective,2,39.94,0,0.58,0.069,damaged,0,recycle
m_1,1eb781df-927c-4bd8-8420-5f6d616ee4af,electronics,1128.4,0.799,late_delivery,0,45.04,0,1.9,0.096,not_inspected,0,refurbish
m_16,45e11914-f33b-443f-9faa-0c7cb61f8270,clothing,88.16,0.196,changed_mind,0,24.01,0,1.52,0.207,not_inspected,0,resell
m_3,2eb931f3-6769-4471-91e8-916099b6224d,book,44.08,0.225,late_delivery,3,9.34,0,1.26,0.278,not_inspected,0,resell
m_15,4ae78569-993e-471e-8575-4ee993d47941,accessory,27.14,0.373,defective,2,74.54,0,0.98,0.025,damaged,0,recycle
m_13,9ff844f6-c75c-4a1c-ab80-53b437e3b7dd,electronics,451.17,0.98,size_issue,11,66.16,0,0.78,0.147,missing_parts,0,resell
m_1,aed6447c-1a06-4ae3-a222-35f1621fdce3,accessory,41.38,0.327,size_issue,6,52.24,0,1.11,0.04,not_inspected,0,resell
m_7,7820bf3d-342c-4a85-aa6f-3434ffc6c01e,electronics,213.42,0.671,changed_mind,12,63.92,0,0.99,0.086,not_inspected,0,refurbish
m_1,467f6e59-a111-4c05-ae8c-28c910b058ea,book,56.27,0.72,defective,0,36.62,1,1.29,0.009,not_inspected,0,recycle
m_20,ff33a316-ab22-4999-9efb-68f23f0b71d7,home,51.48,0.688,size_issue,12,117.18,0,1.02,0.021,not_inspected,0,resell
m_16,5aebf34d-aaa9-4218-b57d-3898b8df4871,home,66.32,1.638,not_as_described,3,50.46,0,0.74,0.113,not_inspected,0,resell
m_20,85cad716-455c-4c9c-8718-d32dd3da9537,home,157.86,0.963,defective,0,96.9,0,1.39,0.199,not_inspected,0,refurbish
m_13,c4e13d89-b3ea-4903-a889-0757ec68a167,clothing,68.43,0.819,defective,7,65.51,0,1.64,0.011,not_inspected,0,recycle
m_16,dac5838e-3f87-4238-9805-4d1fd566cb4f,electronics,170.96,0.797,size_issue,2,49.34,1,1.73,0.053,not_inspected,0,refurbish
m_19,cfeb5dc4-ed84-4128-a438-728e2679b6bf,clothing,120.97,1.238,late_delivery,11,17.73,1,1.71,0.127,not_inspected,0,resell
m_19,42a2b849-420c-4b9b-898f-099fb2af16bf,accessory,45.76,0.061,late_delivery,16,61.67,0,1.01,0.087,not_inspected,0,resell
m_19,d0e0993e-3524-4a9b-af92-2d83e9819d88,clothing,31.62,0.883,defective,8,80.64,0,1.22,0.077,not_inspected,0,recycle
m_9,d0e3adb2-6caa-4e77-aefa-23fecc2f83ff,clothing,86.09,1.094,late_delivery,5,64.6,0,1.16,0.001,ok,0,recycle
m_18,24fb4de6-2c39-4482-9429-17b7fb5c1153,clothing,56.45,0.305,defective,3,11.81,0,0.84,0.092,missing_parts,0,recycle
m_15,149decef-8a05-4d90-8d22-b209f2b3504e,accessory,41.28,0.625,size_issue,2,49.96,0,1.63,0.005,ok,0,resell
m_2,ca5d267e-cd28-4574-aa86-b978828a7e5e,electronics,642.11,0.433,changed_mind,15,99.03,0,1.84,0.014,ok,0,refurbish
m_14,cd31a0a6-4e0a-4a58-b4ea-e9e0915d6934,home,126.77,0.01,changed_mind,6,66.74,0,1.5,0.103,ok,0,recycle
m_15,d94ae494-3388-42a7-96c5-7581af1495c1,home,67.41,0.677,defective,1,4.7,1,1.21,0.026,ok,0,recycle
m_2,078a9bf7-a715-43dd-a312-6bdf6f4daa6b,book,57.07,0.658,size_issue,2,61.08,0,1.09,0.004,not_inspected,0,resell
m_14,ea28d859-4d08-42e2-a97f-7684719342d0,clothing,39.07,0.699,defective,2,111.72,0,1.67,0.013,not_inspected,0,recycle
m_13,40c6b028-53b4-48d0-943a-c71254c144fb,accessory,80.27,0.216,changed_mind,3,9.82,0,1.11,0.103,not_inspected,0,recycle
m_19,15df1602-7194-4e34-ba56-aba14a0871f7,clothing,17.9,0.333,size_issue,21,7.98,1,0.76,0.044,not_inspected,0,donate
m_14,e1f4da77-4f22-49f4-8174-f33e18335222,electronics,540.68,0.295,not_as_described,1,80.58,0,1.72,0.009,missing_parts,0,resell
